지역명,규모구분,연도,월,분양가격(제곱미터)
경기,전용면적 60제곱미터초과 85제곱미터이하,2020,09,4366
경기,전용면적 85제곱미터초과 102제곱미터이하,2020,09,4732
경기,전용면적 102제곱미터초과,2020,09,4393
부산,모든면적,2020,09,4020
부산,전용면적 60제곱미터이하,2020,09,3891
부산,전용면적 60제곱미터초과 85제곱미터이하,2020,09,4051
부산,전용면적 85제곱미터초과 102제곱미터이하,2020,09,3940
부산,전용면적 102제곱미터초과,2020,09,4020
대구,모든면적,2020,09,4644
대구,전용면적 60제곱미터이하,2020,09,4593
대구,전용면적 60제곱미터초과 85제곱미터이하,2020,09,4639
대구,전용면적 85제곱미터초과 102제곱미터이하,2020,09,4899
대구,전용면적 102제곱미터초과,2020,09,4810
광주,모든면적,2020,09,3722
광주,전용면적 60제곱미터이하,2020,09,3900
광주,전용면적 60제곱미터초과 85제곱미터이하,2020,09,3723
광주,전용면적 85제곱미터초과 102제곱미터이하,2020,09,4610
광주,전용면적 102제곱미터초과,2020,09,4615
대전,모든면적,2020,09,3281
대전,전용면적 60제곱미터이하,2020,09,3167
대전,전용면적 60제곱미터초과 85제곱미터이하,2020,09,3307
대전,전용면적 85제곱미터초과 102제곱미터이하,2020,09,
대전,전용면적 102제곱미터초과,2020,09,
울산,모든면적,2020,09,4162
울산,전용면적 60제곱미터이하,2020,09,4231
울산,전용면적 60제곱미터초과 85제곱미터이하,2020,09,4141
울산,전용면적 85제곱미터초과 102제곱미터이하,2020,09,
울산,전용면적 102제곱미터초과,2020,09,4530
세종,모든면적,2020,09,
세종,전용면적 60제곱미터이하,2020,09,
세종,전용면적 60제곱미터초과 85제곱미터이하,2020,09,
세종,전용면적 85제곱미터초과 102제곱미터이하,2020,09,
세종,전용면적 102제곱미터초과,2020,09,
강원,모든면적,2020,09,3128
강원,전용면적 60제곱미터이하,2020,09,3355
강원,전용면적 60제곱미터초과 85제곱미터이하,2020,09,3208
강원,전용면적 85제곱미터초과 102제곱미터이하,2020,09,2743
강원,전용면적 102제곱미터초과,2020,09,3936
충북,모든면적,2020,09,2394
충북,전용면적 60제곱미터이하,2020,09,2388
충북,전용면적 60제곱미터초과 85제곱미터이하,2020,09,2397
충북,전용면적 85제곱미터초과 102제곱미터이하,2020,09,2739
충북,전용면적 102제곱미터초과,2020,09,2818
충남,모든면적,2020,09,2732
충남,전용면적 60제곱미터이하,2020,09,2579
충남,전용면적 60제곱미터초과 85제곱미터이하,2020,09,2755
충남,전용면적 85제곱미터초과 102제곱미터이하,2020,09,3163
충남,전용면적 102제곱미터초과,2020,09,
전북,모든면적,2020,09,2518
전북,전용면적 60제곱미터이하,2020,09,2596
전북,전용면적 60제곱미터초과 85제곱미터이하,2020,09,2535
전북,전용면적 85제곱미터초과 102제곱미터이하,2020,09,2710
전북,전용면적 102제곱미터초과,2020,09,2703
전남,모든면적,2020,09,2683
전남,전용면적 60제곱미터이하,2020,09,
전남,전용면적 60제곱미터초과 85제곱미터이하,2020,09,2672
전남,전용면적 85제곱미터초과 102제곱미터이하,2020,09,3021
전남,전용면적 102제곱미터초과,2020,09,3633
경북,모든면적,2020,09,3096
경북,전용면적 60제곱미터이하,2020,09,4076
경북,전용면적 60제곱미터초과 85제곱미터이하,2020,09,3083
경북,전용면적 85제곱미터초과 102제곱미터이하,2020,09,
경북,전용면적 102제곱미터초과,2020,09,
경남,모든면적,2020,09,3114
경남,전용면적 60제곱미터이하,2020,09,2966
경남,전용면적 60제곱미터초과 85제곱미터이하,2020,09,3109
경남,전용면적 85제곱미터초과 102제곱미터이하,2020,09,4939
경남,전용면적 102제곱미터초과,2020,09,2918
제주,모든면적,2020,09,4648
제주,전용면적 60제곱미터이하,2020,09,4363
제주,전용면적 60제곱미터초과 85제곱미터이하,2020,09,4660
제주,전용면적 85제곱미터초과 102제곱미터이하,2020,09,
제주,전용면적 102제곱미터초과,2020,09,
서울,모든면적,2020,10,8079
서울,전용면적 60제곱미터이하,2020,10,8247
서울,전용면적 60제곱미터초과 85제곱미터이하,2020,10,8013
서울,전용면적 85제곱미터초과 102제곱미터이하,2020,10,9938
서울,전용면적 102제곱미터초과,2020,10,8677
인천,모든면적,2020,10,4720
인천,전용면적 60제곱미터이하,2020,10,4594
인천,전용면적 60제곱미터초과 85제곱미터이하,2020,10,4669
인천,전용면적 85제곱미터초과 102제곱미터이하,2020,10,4914
인천,전용면적 102제곱미터초과,2020,10,4818
경기,모든면적,2020,10,4346
경기,전용면적 60제곱미터이하,2020,10,4127
경기,전용면적 60제곱미터초과 85제곱미터이하,2020,10,4366
경기,전용면적 85제곱미터초과 102제곱미터이하,2020,10,4751
경기,전용면적 102제곱미터초과,2020,10,4872
부산,모든면적,2020,10,3974
부산,전용면적 60제곱미터이하,2020,10,3967
부산,전용면적 60제곱미터초과 85제곱미터이하,2020,10,3966
부산,전용면적 85제곱미터초과 102제곱미터이하,2020,10,3799
부산,전용면적 102제곱미터초과,2020,10,3887
대구,모든면적,2020,10,4668
대구,전용면적 60제곱미터이하,2020,10,4608
대구,전용면적 60제곱미터초과 85제곱미터이하,2020,10,4661
대구,전용면적 85제곱미터초과 102제곱미터이하,2020,10,4899
대구,전용면적 102제곱미터초과,2020,10,4869
광주,모든면적,2020,10,3722
광주,전용면적 60제곱미터이하,2020,10,3900
광주,전용면적 60제곱미터초과 85제곱미터이하,2020,10,3723
광주,전용면적 85제곱미터초과 102제곱미터이하,2020,10,4610
광주,전용면적 102제곱미터초과,2020,10,4615
대전,모든면적,2020,10,3206
대전,전용면적 60제곱미터이하,2020,10,3061
대전,전용면적 60제곱미터초과 85제곱미터이하,2020,10,3228
대전,전용면적 85제곱미터초과 102제곱미터이하,2020,10,
대전,전용면적 102제곱미터초과,2020,10,
울산,모든면적,2020,10,4183
울산,전용면적 60제곱미터이하,2020,10,4240
울산,전용면적 60제곱미터초과 85제곱미터이하,2020,10,4163
울산,전용면적 85제곱미터초과 102제곱미터이하,2020,10,
울산,전용면적 102제곱미터초과,2020,10,4530
세종,모든면적,2020,10,3424
세종,전용면적 60제곱미터이하,2020,10,
세종,전용면적 60제곱미터초과 85제곱미터이하,2020,10,
세종,전용면적 85제곱미터초과 102제곱미터이하,2020,10,
세종,전용면적 102제곱미터초과,2020,10,3424
강원,모든면적,2020,10,3128
강원,전용면적 60제곱미터이하,2020,10,3355
강원,전용면적 60제곱미터초과 85제곱미터이하,2020,10,3208
강원,전용면적 85제곱미터초과 102제곱미터이하,2020,10,2743
강원,전용면적 102제곱미터초과,2020,10,3936
충북,모든면적,2020,10,2392
충북,전용면적 60제곱미터이하,2020,10,2386
충북,전용면적 60제곱미터초과 85제곱미터이하,2020,10,2399
충북,전용면적 85제곱미터초과 102제곱미터이하,2020,10,
충북,전용면적 102제곱미터초과,2020,10,2818
충남,모든면적,2020,10,2691
충남,전용면적 60제곱미터이하,2020,10,2582
충남,전용면적 60제곱미터초과 85제곱미터이하,2020,10,2719
충남,전용면적 85제곱미터초과 102제곱미터이하,2020,10,2954
충남,전용면적 102제곱미터초과,2020,10,
전북,모든면적,2020,10,2572
전북,전용면적 60제곱미터이하,2020,10,2478
전북,전용면적 60제곱미터초과 85제곱미터이하,2020,10,2583
전북,전용면적 85제곱미터초과 102제곱미터이하,2020,10,2409
전북,전용면적 102제곱미터초과,2020,10,2562
전남,모든면적,2020,10,2718
전남,전용면적 60제곱미터이하,2020,10,2660
전남,전용면적 60제곱미터초과 85제곱미터이하,2020,10,2699
전남,전용면적 85제곱미터초과 102제곱미터이하,2020,10,3021
전남,전용면적 102제곱미터초과,2020,10,3873
경북,모든면적,2020,10,3065
경북,전용면적 60제곱미터이하,2020,10,3475
경북,전용면적 60제곱미터초과 85제곱미터이하,2020,10,3085
경북,전용면적 85제곱미터초과 102제곱미터이하,2020,10,3209
경북,전용면적 102제곱미터초과,2020,10,
경남,모든면적,2020,10,3107
경남,전용면적 60제곱미터이하,2020,10,2966
경남,전용면적 60제곱미터초과 85제곱미터이하,2020,10,3106
경남,전용면적 85제곱미터초과 102제곱미터이하,2020,10,4720
경남,전용면적 102제곱미터초과,2020,10,3166
제주,모든면적,2020,10,4648
제주,전용면적 60제곱미터이하,2020,10,4363
제주,전용면적 60제곱미터초과 85제곱미터이하,2020,10,4660
제주,전용면적 85제곱미터초과 102제곱미터이하,2020,10,
제주,전용면적 102제곱미터초과,2020,10,
서울,모든면적,2020,11,8234
서울,전용면적 60제곱미터이하,2020,11,8436
서울,전용면적 60제곱미터초과 85제곱미터이하,2020,11,8182
서울,전용면적 85제곱미터초과 102제곱미터이하,2020,11,9938
서울,전용면적 102제곱미터초과,2020,11,8677
인천,모든면적,2020,11,4769
인천,전용면적 60제곱미터이하,2020,11,4626
인천,전용면적 60제곱미터초과 85제곱미터이하,2020,11,4712
인천,전용면적 85제곱미터초과 102제곱미터이하,2020,11,4999
인천,전용면적 102제곱미터초과,2020,11,4885
경기,모든면적,2020,11,4339
경기,전용면적 60제곱미터이하,2020,11,4129
경기,전용면적 60제곱미터초과 85제곱미터이하,2020,11,4356
경기,전용면적 85제곱미터초과 102제곱미터이하,2020,11,4577
경기,전용면적 102제곱미터초과,2020,11,5272
부산,모든면적,2020,11,4112
부산,전용면적 60제곱미터이하,2020,11,4118
부산,전용면적 60제곱미터초과 85제곱미터이하,2020,11,4100
부산,전용면적 85제곱미터초과 102제곱미터이하,2020,11,3799
부산,전용면적 102제곱미터초과,2020,11,3947
대구,모든면적,2020,11,4684
대구,전용면적 60제곱미터이하,2020,11,4623
대구,전용면적 60제곱미터초과 85제곱미터이하,2020,11,4675
대구,전용면적 85제곱미터초과 102제곱미터이하,2020,11,4898
대구,전용면적 102제곱미터초과,2020,11,4875
광주,모든면적,2020,11,3745
광주,전용면적 60제곱미터이하,2020,11,4031
광주,전용면적 60제곱미터초과 85제곱미터이하,2020,11,3734
광주,전용면적 85제곱미터초과 102제곱미터이하,2020,11,4610
광주,전용면적 102제곱미터초과,2020,11,4502
대전,모든면적,2020,11,3206
대전,전용면적 60제곱미터이하,2020,11,3061
대전,전용면적 60제곱미터초과 85제곱미터이하,2020,11,3228
대전,전용면적 85제곱미터초과 102제곱미터이하,2020,11,
대전,전용면적 102제곱미터초과,2020,11,
울산,모든면적,2020,11,4183
울산,전용면적 60제곱미터이하,2020,11,4240
울산,전용면적 60제곱미터초과 85제곱미터이하,2020,11,4163
울산,전용면적 85제곱미터초과 102제곱미터이하,2020,11,
울산,전용면적 102제곱미터초과,2020,11,4530
세종,모든면적,2020,11,3424
세종,전용면적 60제곱미터이하,2020,11,
세종,전용면적 60제곱미터초과 85제곱미터이하,2020,11,
세종,전용면적 85제곱미터초과 102제곱미터이하,2020,11,
세종,전용면적 102제곱미터초과,2020,11,3424
강원,모든면적,2020,11,3150
강원,전용면적 60제곱미터이하,2020,11,3591
강원,전용면적 60제곱미터초과 85제곱미터이하,2020,11,2916
강원,전용면적 85제곱미터초과 102제곱미터이하,2020,11,2743
강원,전용면적 102제곱미터초과,2020,11,3936
충북,모든면적,2020,11,2448
충북,전용면적 60제곱미터이하,2020,11,2431
충북,전용면적 60제곱미터초과 85제곱미터이하,2020,11,2466
충북,전용면적 85제곱미터초과 102제곱미터이하,2020,11,
충북,전용면적 102제곱미터초과,2020,11,2798
충남,모든면적,2020,11,2782
충남,전용면적 60제곱미터이하,2020,11,2755
충남,전용면적 60제곱미터초과 85제곱미터이하,2020,11,2805
충남,전용면적 85제곱미터초과 102제곱미터이하,2020,11,2954
충남,전용면적 102제곱미터초과,2020,11,
전북,모든면적,2020,11,2630
전북,전용면적 60제곱미터이하,2020,11,2548
전북,전용면적 60제곱미터초과 85제곱미터이하,2020,11,2593
전북,전용면적 85제곱미터초과 102제곱미터이하,2020,11,2409
전북,전용면적 102제곱미터초과,2020,11,2562
전남,모든면적,2020,11,2759
전남,전용면적 60제곱미터이하,2020,11,2660
전남,전용면적 60제곱미터초과 85제곱미터이하,2020,11,2697
전남,전용면적 85제곱미터초과 102제곱미터이하,2020,11,3021
전남,전용면적 102제곱미터초과,2020,11,3587
경북,모든면적,2020,11,3173
경북,전용면적 60제곱미터이하,2020,11,3212
경북,전용면적 60제곱미터초과 85제곱미터이하,2020,11,3179
경북,전용면적 85제곱미터초과 102제곱미터이하,2020,11,3944
경북,전용면적 102제곱미터초과,2020,11,3991
경남,모든면적,2020,11,3113
경남,전용면적 60제곱미터이하,2020,11,3069
경남,전용면적 60제곱미터초과 85제곱미터이하,2020,11,3108
경남,전용면적 85제곱미터초과 102제곱미터이하,2020,11,4720
경남,전용면적 102제곱미터초과,2020,11,3166
제주,모든면적,2020,11,4648
제주,전용면적 60제곱미터이하,2020,11,4363
제주,전용면적 60제곱미터초과 85제곱미터이하,2020,11,4660
제주,전용면적 85제곱미터초과 102제곱미터이하,2020,11,
제주,전용면적 102제곱미터초과,2020,11,
서울,모든면적,2020,12,8566
서울,전용면적 60제곱미터이하,2020,12,8691
서울,전용면적 60제곱미터초과 85제곱미터이하,2020,12,7892
서울,전용면적 85제곱미터초과 102제곱미터이하,2020,12,9769
서울,전용면적 102제곱미터초과,2020,12,9481
인천,모든면적,2020,12,4752
인천,전용면적 60제곱미터이하,2020,12,4710
인천,전용면적 60제곱미터초과 85제곱미터이하,2020,12,4664
인천,전용면적 85제곱미터초과 102제곱미터이하,2020,12,5097
인천,전용면적 102제곱미터초과,2020,12,4918
경기,모든면적,2020,12,4386
경기,전용면적 60제곱미터이하,2020,12,4051
경기,전용면적 60제곱미터초과 85제곱미터이하,2020,12,4403
경기,전용면적 85제곱미터초과 102제곱미터이하,2020,12,4610
경기,전용면적 102제곱미터초과,2020,12,5380
부산,모든면적,2020,12,4256
부산,전용면적 60제곱미터이하,2020,12,4293
부산,전용면적 60제곱미터초과 85제곱미터이하,2020,12,4221
부산,전용면적 85제곱미터초과 102제곱미터이하,2020,12,3842
부산,전용면적 102제곱미터초과,2020,12,3947
대구,모든면적,2020,12,4644
대구,전용면적 60제곱미터이하,2020,12,4634
대구,전용면적 60제곱미터초과 85제곱미터이하,2020,12,4654
대구,전용면적 85제곱미터초과 102제곱미터이하,2020,12,4867
대구,전용면적 102제곱미터초과,2020,12,4877
광주,모든면적,2020,12,3703
광주,전용면적 60제곱미터이하,2020,12,3521
광주,전용면적 60제곱미터초과 85제곱미터이하,2020,12,3702
광주,전용면적 85제곱미터초과 102제곱미터이하,2020,12,4610
광주,전용면적 102제곱미터초과,2020,12,4420
대전,모든면적,2020,12,3206
대전,전용면적 60제곱미터이하,2020,12,3061
대전,전용면적 60제곱미터초과 85제곱미터이하,2020,12,3228
대전,전용면적 85제곱미터초과 102제곱미터이하,2020,12,
대전,전용면적 102제곱미터초과,2020,12,
울산,모든면적,2020,12,4190
울산,전용면적 60제곱미터이하,2020,12,4242
울산,전용면적 60제곱미터초과 85제곱미터이하,2020,12,4637
울산,전용면적 85제곱미터초과 102제곱미터이하,2020,12,
울산,전용면적 102제곱미터초과,2020,12,4530
세종,모든면적,2020,12,3424
세종,전용면적 60제곱미터이하,2020,12,
세종,전용면적 60제곱미터초과 85제곱미터이하,2020,12,
세종,전용면적 85제곱미터초과 102제곱미터이하,2020,12,
세종,전용면적 102제곱미터초과,2020,12,3424
강원,모든면적,2020,12,3138
강원,전용면적 60제곱미터이하,2020,12,3587
강원,전용면적 60제곱미터초과 85제곱미터이하,2020,12,3045
강원,전용면적 85제곱미터초과 102제곱미터이하,2020,12,2880
강원,전용면적 102제곱미터초과,2020,12,4273
충북,모든면적,2020,12,2584
충북,전용면적 60제곱미터이하,2020,12,2591
충북,전용면적 60제곱미터초과 85제곱미터이하,2020,12,2605
충북,전용면적 85제곱미터초과 102제곱미터이하,2020,12,2706
충북,전용면적 102제곱미터초과,2020,12,2797
충남,모든면적,2020,12,2761
충남,전용면적 60제곱미터이하,2020,12,2671
충남,전용면적 60제곱미터초과 85제곱미터이하,2020,12,2786
충남,전용면적 85제곱미터초과 102제곱미터이하,2020,12,2954
충남,전용면적 102제곱미터초과,2020,12,
전북,모든면적,2020,12,2670
전북,전용면적 60제곱미터이하,2020,12,2548
전북,전용면적 60제곱미터초과 85제곱미터이하,2020,12,2642
전북,전용면적 85제곱미터초과 102제곱미터이하,2020,12,2409
전북,전용면적 102제곱미터초과,2020,12,2615
전남,모든면적,2020,12,2831
전남,전용면적 60제곱미터이하,2020,12,2660
전남,전용면적 60제곱미터초과 85제곱미터이하,2020,12,2832
전남,전용면적 85제곱미터초과 102제곱미터이하,2020,12,3021
전남,전용면적 102제곱미터초과,2020,12,3312
경북,모든면적,2020,12,3135
경북,전용면적 60제곱미터이하,2020,12,3178
경북,전용면적 60제곱미터초과 85제곱미터이하,2020,12,3132
경북,전용면적 85제곱미터초과 102제곱미터이하,2020,12,3918
경북,전용면적 102제곱미터초과,2020,12,3730
경남,모든면적,2020,12,2988
경남,전용면적 60제곱미터이하,2020,12,2940
경남,전용면적 60제곱미터초과 85제곱미터이하,2020,12,2973
경남,전용면적 85제곱미터초과 102제곱미터이하,2020,12,4720
경남,전용면적 102제곱미터초과,2020,12,3166
제주,모든면적,2020,12,4648
제주,전용면적 60제곱미터이하,2020,12,4363
제주,전용면적 60제곱미터초과 85제곱미터이하,2020,12,4660
제주,전용면적 85제곱미터초과 102제곱미터이하,2020,12,
제주,전용면적 102제곱미터초과,2020,12,
서울,모든면적,2021,01,8566
서울,전용면적 60제곱미터이하,2021,01,8691
서울,전용면적 60제곱미터초과 85제곱미터이하,2021,01,7892
서울,전용면적 85제곱미터초과 102제곱미터이하,2021,01,9769
서울,전용면적 102제곱미터초과,2021,01,9481
인천,모든면적,2021,01,4728
인천,전용면적 60제곱미터이하,2021,01,4710
인천,전용면적 60제곱미터초과 85제곱미터이하,2021,01,4647
인천,전용면적 85제곱미터초과 102제곱미터이하,2021,01,4617
인천,전용면적 102제곱미터초과,2021,01,4918
경기,모든면적,2021,01,4368
경기,전용면적 60제곱미터이하,2021,01,4056
경기,전용면적 60제곱미터초과 85제곱미터이하,2021,01,4379
경기,전용면적 85제곱미터초과 102제곱미터이하,2021,01,4539
경기,전용면적 102제곱미터초과,2021,01,5118
부산,모든면적,2021,01,4254
부산,전용면적 60제곱미터이하,2021,01,4293
부산,전용면적 60제곱미터초과 85제곱미터이하,2021,01,4218
부산,전용면적 85제곱미터초과 102제곱미터이하,2021,01,3842
부산,전용면적 102제곱미터초과,2021,01,3947
대구,모든면적,2021,01,4653
대구,전용면적 60제곱미터이하,2021,01,4636
대구,전용면적 60제곱미터초과 85제곱미터이하,2021,01,4664
대구,전용면적 85제곱미터초과 102제곱미터이하,2021,01,4867
대구,전용면적 102제곱미터초과,2021,01,4877
광주,모든면적,2021,01,3911
광주,전용면적 60제곱미터이하,2021,01,3521
광주,전용면적 60제곱미터초과 85제곱미터이하,2021,01,3910
광주,전용면적 85제곱미터초과 102제곱미터이하,2021,01,4610
광주,전용면적 102제곱미터초과,2021,01,4420
대전,모든면적,2021,01,3206
대전,전용면적 60제곱미터이하,2021,01,3061
대전,전용면적 60제곱미터초과 85제곱미터이하,2021,01,3228
대전,전용면적 85제곱미터초과 102제곱미터이하,2021,01,
대전,전용면적 102제곱미터초과,2021,01,
울산,모든면적,2021,01,4178
울산,전용면적 60제곱미터이하,2021,01,4242
울산,전용면적 60제곱미터초과 85제곱미터이하,2021,01,4618
울산,전용면적 85제곱미터초과 102제곱미터이하,2021,01,
울산,전용면적 102제곱미터초과,2021,01,4530
세종,모든면적,2021,01,3798
세종,전용면적 60제곱미터이하,2021,01,4041
세종,전용면적 60제곱미터초과 85제곱미터이하,2021,01,3903
세종,전용면적 85제곱미터초과 102제곱미터이하,2021,01,3729
세종,전용면적 102제곱미터초과,2021,01,3472
강원,모든면적,2021,01,3138
강원,전용면적 60제곱미터이하,2021,01,3587
강원,전용면적 60제곱미터초과 85제곱미터이하,2021,01,3045
강원,전용면적 85제곱미터초과 102제곱미터이하,2021,01,2880
강원,전용면적 102제곱미터초과,2021,01,4273
충북,모든면적,2021,01,2584
충북,전용면적 60제곱미터이하,2021,01,2591
충북,전용면적 60제곱미터초과 85제곱미터이하,2021,01,2605
충북,전용면적 85제곱미터초과 102제곱미터이하,2021,01,2706
충북,전용면적 102제곱미터초과,2021,01,2797
충남,모든면적,2021,01,2761
충남,전용면적 60제곱미터이하,2021,01,2671
충남,전용면적 60제곱미터초과 85제곱미터이하,2021,01,2786
충남,전용면적 85제곱미터초과 102제곱미터이하,2021,01,2954
충남,전용면적 102제곱미터초과,2021,01,
전북,모든면적,2021,01,2639
전북,전용면적 60제곱미터이하,2021,01,2548
전북,전용면적 60제곱미터초과 85제곱미터이하,2021,01,2613
전북,전용면적 85제곱미터초과 102제곱미터이하,2021,01,2409
전북,전용면적 102제곱미터초과,2021,01,2605
전남,모든면적,2021,01,2827
전남,전용면적 60제곱미터이하,2021,01,2680
전남,전용면적 60제곱미터초과 85제곱미터이하,2021,01,2827
전남,전용면적 85제곱미터초과 102제곱미터이하,2021,01,3021
전남,전용면적 102제곱미터초과,2021,01,3312
경북,모든면적,2021,01,3135
경북,전용면적 60제곱미터이하,2021,01,3178
경북,전용면적 60제곱미터초과 85제곱미터이하,2021,01,3132
경북,전용면적 85제곱미터초과 102제곱미터이하,2021,01,3918
경북,전용면적 102제곱미터초과,2021,01,3730
경남,모든면적,2021,01,2988
경남,전용면적 60제곱미터이하,2021,01,2940
경남,전용면적 60제곱미터초과 85제곱미터이하,2021,01,2973
경남,전용면적 85제곱미터초과 102제곱미터이하,2021,01,4720
경남,전용면적 102제곱미터초과,2021,01,3166
제주,모든면적,2021,01,5199
제주,전용면적 60제곱미터이하,2021,01,4686
제주,전용면적 60제곱미터초과 85제곱미터이하,2021,01,5203
제주,전용면적 85제곱미터초과 102제곱미터이하,2021,01,
제주,전용면적 102제곱미터초과,2021,01,
서울,모든면적,2021,02,8540
서울,전용면적 60제곱미터이하,2021,02,8657
서울,전용면적 60제곱미터초과 85제곱미터이하,2021,02,7869
서울,전용면적 85제곱미터초과 102제곱미터이하,2021,02,8942
서울,전용면적 102제곱미터초과,2021,02,9481
인천,모든면적,2021,02,4743
인천,전용면적 60제곱미터이하,2021,02,4710
인천,전용면적 60제곱미터초과 85제곱미터이하,2021,02,4709
인천,전용면적 85제곱미터초과 102제곱미터이하,2021,02,4869
인천,전용면적 102제곱미터초과,2021,02,6053
경기,모든면적,2021,02,4382
경기,전용면적 60제곱미터이하,2021,02,4071
경기,전용면적 60제곱미터초과 85제곱미터이하,2021,02,4381
경기,전용면적 85제곱미터초과 102제곱미터이하,2021,02,4495
경기,전용면적 102제곱미터초과,2021,02,5114
부산,모든면적,2021,02,4292
부산,전용면적 60제곱미터이하,2021,02,4333
부산,전용면적 60제곱미터초과 85제곱미터이하,2021,02,4272
부산,전용면적 85제곱미터초과 102제곱미터이하,2021,02,3842
부산,전용면적 102제곱미터초과,2021,02,3947
대구,모든면적,2021,02,4645
대구,전용면적 60제곱미터이하,2021,02,4634
대구,전용면적 60제곱미터초과 85제곱미터이하,2021,02,4657
대구,전용면적 85제곱미터초과 102제곱미터이하,2021,02,4915
대구,전용면적 102제곱미터초과,2021,02,4788
광주,모든면적,2021,02,4213
광주,전용면적 60제곱미터이하,2021,02,3521
광주,전용면적 60제곱미터초과 85제곱미터이하,2021,02,3910
광주,전용면적 85제곱미터초과 102제곱미터이하,2021,02,4610
광주,전용면적 102제곱미터초과,2021,02,4670
대전,모든면적,2021,02,3442
대전,전용면적 60제곱미터이하,2021,02,3061
대전,전용면적 60제곱미터초과 85제곱미터이하,2021,02,3457
대전,전용면적 85제곱미터초과 102제곱미터이하,2021,02,
대전,전용면적 102제곱미터초과,2021,02,
울산,모든면적,2021,02,4178
울산,전용면적 60제곱미터이하,2021,02,4242
울산,전용면적 60제곱미터초과 85제곱미터이하,2021,02,4618
울산,전용면적 85제곱미터초과 102제곱미터이하,2021,02,
울산,전용면적 102제곱미터초과,2021,02,4530
세종,모든면적,2021,02,3798
세종,전용면적 60제곱미터이하,2021,02,4041
세종,전용면적 60제곱미터초과 85제곱미터이하,2021,02,3903
세종,전용면적 85제곱미터초과 102제곱미터이하,2021,02,3729
세종,전용면적 102제곱미터초과,2021,02,3472
강원,모든면적,2021,02,3152
강원,전용면적 60제곱미터이하,2021,02,3304
강원,전용면적 60제곱미터초과 85제곱미터이하,2021,02,3083
강원,전용면적 85제곱미터초과 102제곱미터이하,2021,02,2880
강원,전용면적 102제곱미터초과,2021,02,4132
충북,모든면적,2021,02,2608
충북,전용면적 60제곱미터이하,2021,02,2591
충북,전용면적 60제곱미터초과 85제곱미터이하,2021,02,2679
충북,전용면적 85제곱미터초과 102제곱미터이하,2021,02,2706
충북,전용면적 102제곱미터초과,2021,02,2797
충남,모든면적,2021,02,2770
충남,전용면적 60제곱미터이하,2021,02,2670
충남,전용면적 60제곱미터초과 85제곱미터이하,2021,02,2794
충남,전용면적 85제곱미터초과 102제곱미터이하,2021,02,2954
충남,전용면적 102제곱미터초과,2021,02,
전북,모든면적,2021,02,2642
전북,전용면적 60제곱미터이하,2021,02,2548
전북,전용면적 60제곱미터초과 85제곱미터이하,2021,02,2614
전북,전용면적 85제곱미터초과 102제곱미터이하,2021,02,2409
전북,전용면적 102제곱미터초과,2021,02,2597
전남,모든면적,2021,02,2978
전남,전용면적 60제곱미터이하,2021,02,2680
전남,전용면적 60제곱미터초과 85제곱미터이하,2021,02,3054
전남,전용면적 85제곱미터초과 102제곱미터이하,2021,02,3021
전남,전용면적 102제곱미터초과,2021,02,3312
경북,모든면적,2021,02,3063
경북,전용면적 60제곱미터이하,2021,02,3021
경북,전용면적 60제곱미터초과 85제곱미터이하,2021,02,3062
경북,전용면적 85제곱미터초과 102제곱미터이하,2021,02,3918
경북,전용면적 102제곱미터초과,2021,02,3730
경남,모든면적,2021,02,3124
경남,전용면적 60제곱미터이하,2021,02,2940
경남,전용면적 60제곱미터초과 85제곱미터이하,2021,02,3106
경남,전용면적 85제곱미터초과 102제곱미터이하,2021,02,5020
경남,전용면적 102제곱미터초과,2021,02,3166
제주,모든면적,2021,02,5199
제주,전용면적 60제곱미터이하,2021,02,4686
제주,전용면적 60제곱미터초과 85제곱미터이하,2021,02,5203
제주,전용면적 85제곱미터초과 102제곱미터이하,2021,02,
제주,전용면적 102제곱미터초과,2021,02,
서울,모든면적,2021,03,8573
서울,전용면적 60제곱미터이하,2021,03,8678
서울,전용면적 60제곱미터초과 85제곱미터이하,2021,03,7868
서울,전용면적 85제곱미터초과 102제곱미터이하,2021,03,8942
서울,전용면적 102제곱미터초과,2021,03,9481
인천,모든면적,2021,03,4763
인천,전용면적 60제곱미터이하,2021,03,4800
인천,전용면적 60제곱미터초과 85제곱미터이하,2021,03,4719
인천,전용면적 85제곱미터초과 102제곱미터이하,2021,03,4869
인천,전용면적 102제곱미터초과,2021,03,6053
경기,모든면적,2021,03,4376
경기,전용면적 60제곱미터이하,2021,03,4068
경기,전용면적 60제곱미터초과 85제곱미터이하,2021,03,4375
경기,전용면적 85제곱미터초과 102제곱미터이하,2021,03,4496
경기,전용면적 102제곱미터초과,2021,03,5040
부산,모든면적,2021,03,4292
부산,전용면적 60제곱미터이하,2021,03,4333
부산,전용면적 60제곱미터초과 85제곱미터이하,2021,03,4272
부산,전용면적 85제곱미터초과 102제곱미터이하,2021,03,3842
부산,전용면적 102제곱미터초과,2021,03,3947
대구,모든면적,2021,03,4688
대구,전용면적 60제곱미터이하,2021,03,4633
대구,전용면적 60제곱미터초과 85제곱미터이하,2021,03,4702
대구,전용면적 85제곱미터초과 102제곱미터이하,2021,03,4877
대구,전용면적 102제곱미터초과,2021,03,4937
광주,모든면적,2021,03,4218
광주,전용면적 60제곱미터이하,2021,03,3521
